id1,id2,name1,name2,short_description1,short_description2,match_type,match,predicted_match1,predicted_match2,predicted_match3,predicted_match_merged
https://www.alza.cz/hobbykrt501005-oboustranny-klic-otevreny-14x15-175mm-d6775050.htm,https://www.mall.cz/ostatni-rucni-naradi/kreator-krt501006-oboustranny-klic-otevreny-16x17-190mm-100019870934,KRT501005 - Oboustranný klíč otevřený 14x15 -175mm,Kreator KRT501006 - Oboustranný klíč otevřený 16x17 -190mm,Klíč plochý o velikosti (dle metrického závitu) 14mm,"Oboustranný klíč otevřený 16×17 –190mm. , Délka – 190 mm

    Celý popis",close_nonmatch,0,0,0,0,0
https://www.alza.cz/orion-brcko-napojove-nerez-18cm-4ks-vcetne-kartacku-d5628856.htm,https://www.mall.cz/napojova-brcka/orion-brcko-nerez-napojove-4-ks-215-cm-kartacek,ORION Brčko nápojové nerez 18cm 4ks včetně kartáčku,"Orion Brčko nerez nápojové 4 ks 21,5 cm + kartáček","Brčko 4 ks, 2 rovná brčka, 2 ohnutá brčka a kartáček na čištění, lze mýt v myčce na nádobí, neuvolňují žádné škodlivé látky, materiál: nerez, kov, plast, rozměry: d. 18cm, pr. 0,6cm.","Konečně nápojové brčko, které nemáte jen na jedno použití. V sadě najdete 2 rovná brčka a 2 brčka ohnutá, 21,5 cm z nerezu od výrobce Orion, vše doplněno praktickým kartáčkem na vyčištění. Navíc je můžete mýt i v myčce. Přispějte svou troškou pro ochranu životního prostředí a inspirujte své okolí.

    Celý popis",close_nonmatch,0,1,0,0,0
https://www.alza.cz/whirlpool-art-9811-sf2-d6223487.htm,https://www.mall.cz/vestavne-lednicky/whirlpool-art-66112,"WHIRLPOOL ART 9811 SF2
+ 5 let záruka na kompresor po registraci",Whirlpool vestavná lednička ART 66112,"Vestavná lednice s mrazákem dole, energetická třída E, klimatická třída SN a T, objem ledničky 227l, objem mrazáku 79l, volitelné, počet polic lednice 5, počet přihrádek mrazáku 3, počet chladicích okruhů 1, funkce: super chlazení, ventilace, elektronické ovládání teploty, 193.5×54×54.5 cm (V×Š×H)","MALL.cz Dny – Sleva 20 % na vybrané domácí spotřebiče značky Whirlpool s kódem 22MDW2CZ107 (platí od 7. 2. do 20. 2. 2022 nebo do vyprodání zásob)!
 Vestavná kombinovaná chladnička Whirlpool ART 66112. Spadá do energetické třídy E a je 177cm vysoká. Je vybavena unikátní technologií 6. smysl, která pomáhá udržet potraviny až 4× déle čerstvé. Pomocí ventilátoru je vzduch uvnitř chladničky rovnoměrně distribuován. LessFrost systém redukuje námrazu na stěnách mrazničky.
    Celý popis",medium_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbyulozna-lavice-s-poduskou-148-cm-masivni-akaciove-drevo-d6433285.htm,https://www.mall.cz/zahradni-lavice-pohovky/shumee-ulozna-lavice-s-poduskou-170-cm-masivni-akaciove-drevo-100019161777,Úložná lavice s poduškou 148 cm masivní akáciové dřevo,shumee Úložná lavice s poduškou 170 cm masivní akáciové dřevo,"Zahradní lavice dřevěná, rozměry 6,2×14,8×84 cm","Vypořádejte se s nepořádkem ve vašem interiéru nebo venkovním prostoru s naší praktickou, všestrannou úložnou lavicí! Obdržíte s ní také jednu podušku a do vaší zahrady, na dvorek nebo na terasu vnese dotek přirozeného šarmu. Venkovní lavice je vyrobená z masivního akáciového dřeva, které bylo napuš

    Celý popis",close_nonmatch,0,0,0,0,0
https://www.alza.cz/dell-vostro-5581?dq=6911955,https://www.mall.cz/notebooky/dell-vostro-15-5510-seda-jmtc6-100069293479?tab=parameters,Dell Vostro 5510,"DELL Vostro 15 (5510), šedá (JMTC6)","Notebook - Intel Core i5 11320H Tiger Lake, 15.6"" IPS antireflexní 1920 × 1080, RAM 16GB DDR4, Intel Iris Xe Graphics, SSD 512GB, numerická klávesnice, podsvícená klávesnice, webkamera, USB 3.2 Gen 1, USB-C, čtečka otisků prstů, WiFi 6, Hmotnost 1,64 kg, Windows 10 Pro","Kvalitní notebook pro firmy i domácnosti, který osloví výkonem a spolehlivostí. 4jádrový procesor Intel Core i5–11320H (3.2GHz, TB 4.5GHz, HyperThreading), 8GB RAM DDR4, 15.6"" Full HD displej, grafika NVIDIA GeForce MX450 2GB GDDR5, disk 256GB SSD M.2 PCIe, bez mechaniky, Wi-Fi ax, Bluetooth 5.1.

    Celý popis",close_nonmatch,0,0,0,0,0
https://www.alza.cz/hobbyfiskars-vidle-solid-kompostove-133433-d2920786.htm,https://www.mall.cz/ryce-vidle/fiskars-vidle-solid-kompostove-133433,Fiskars Vidle Solid kompostové,"Fiskars Vidle SOLID kompostové (133433), záruka 5 let","Vidle 4 hroty, z kvalitní bórové oceli s velkou, rukojeť ve tvaru D, šířka 22cm,","Kompostové vidle Fiskars Solid mají dlouhé hroty k nakládání kompostu, větviček, natě apod. Velké držadlo ve tvaru D je možné uchopit velkou i malou rukou, a to i v rukavicích. Vysoce trvanlivé hroty z bórové oceli.

    Celý popis",close_nonmatch,0,0,1,1,1
https://www.alza.cz/hobbykrt619005-ocelova-hmozdinka-5ks-4x46mm-d6775291.htm,https://www.mall.cz/ostatni-rucni-naradi/kreator-krt619004-ocelova-hmozdinka-5ks-4x38mm-100019870988,KRT619005 - Ocelová hmoždinka 5ks - 4x46mm,Kreator KRT619004 - Ocelová hmoždinka 5ks - 4x38mm,Hmoždinky Ocelová hmoždinka 5ks - 4x46mm TECHNICKÁ SPECIFIKACE: 5 ks - M4 x 46 mm,"Ocelová hmoždinka 5ks – 4×38mm. , 5 ks – M4 × 38 mm

    Celý popis",close_nonmatch,0,1,0,0,0
https://www.alza.cz/hobby6dilna-zahradni-sedaci-souprava-z-palet-podusky-borove-drevo-3066359-d6759051.htm,https://www.mall.cz/sety-nabytek/shumee-6dilna-zahradni-sedaci-souprava-z-palet-podusky-borove-drevo-100059456662,6dílná zahradní sedací souprava z palet + podušky borové dřevo 3066359,shumee 6dílná zahradní sedací souprava z palet + podušky borové dřevo,"Zahradní nábytek - sestava, šedá barva, 5 lavic polstrovaných, stůl čtverec, rozměr 60 cm × 61,5 cm × 62 cm, materiál dřevo, polyester a textil","Na této trendové zahradní sedací soupravě z palet s poduškami si můžete příjemně odpočinout, užívat si krásné počasí, zdřímnout si nebo si povídat s rodinou či přáteli. Nadčasový design nábytku z palet vnese na vaši zahradu, terasu či do obývacího pokoje rustikální kouzlo. Zahradní sedací souprava j

    Celý popis",match,1,0,0,0,0
https://www.alza.cz/denver-bte-110b-d5593511.htm,https://www.mall.cz/sluchatka-usi/denver-bte-110-seda,Denver BTE-110 šedá,"Denver BTE-110 bezdrátová sluchátka, šedá","Bezdrátová sluchátka s mikrofonem, za uši, uzavřená konstrukce, Bluetooth 4.2, s ovládáním hlasitosti, frekvenční rozsah 20 Hz-20000 Hz, výdrž baterie až 3 h","Bezdrátová Bluetooth sluchátka se zabudovaným mikrofonem pro hands-free funkci, jsou lehká a vyrobena tak, aby umožňovala volný pohyb bez obav z vypadnutí sluchátek. Denver BTE-110 můžete mít v šedé nebo modré variantě.

    Celý popis",match,1,1,0,0,0
https://www.alza.cz/48-philips-48oled936-d6469253.htm,https://www.mall.cz/televizory/philips-48oled93512,"48"" Philips 48OLED936",Philips 48OLED935/12,"Televize ANDROID OLED, 4K Ultra HD, 100Hz, HDR10, HDR10+, HLG, Dolby Vision, lokální stmívání, DVB-T2/S2/C, H.265/HEVC DVB-T2/S2/C, 4× HDMI, 3× USB, CI+, USB nahrávání, LAN, WiFi, Bluetooth, DLNA, Chromecast, HbbTV 2.0, herní režim, Ambilight, Apple TV, Netflix, HBO GO, Steam Link, Voyo, Google Assistent, Přehrávání 360° videa, Amazon Alexa, párování s mobilním zařízením, VESA 300×300, repro 70W, vestavěný soundbar, Dolby Atmos, Dolby Digital Plus, DTS Play-Fi, en. třída G","Dárek: Telly internetová TV na 2 měsíce zdarma. Postup aktivace ZDE.
 Televize OLED v úhlopříčce 121 cm (48"") s rozlišením 4K Ultra HD (3840×2160), tuner DVB-T/T2 (HEVC)/C/S2, OS Android 9.0, HDR10+ / HLG / Dolby Vision, osvětlení Ambilight, vylepšení obrazu P5 AI Perfect Picture Engine, Wi-Fi, Bluetooth, LAN, HbbTV, videohovory přes Google Duo, multimediální USB přehrávač, nahrávání na USB, DLNA, integrovaný Google Assistant, podpora Amazon Alexa, YouTube, Netflix, Dolby Atmos, zvuk Bowers & Wilkins. Připojení: 4× HDMI (ARC, CEC), 2× USB, optický audio výstup, sluchátkový výstup.
    Celý popis",close_nonmatch,0,0,0,0,0
