id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
https://walmart.com/ip/Bagcraft-P057012-12-x-12-Grease-Resistant-Paper-Wrap-Liner-White-1000-Box-5-Boxes-Carton/123745090,https://www.amazon.com/dp/B00C7KTHHI,-1.0,0.0,-0.4444444444444444,-0.5383010283938566,-0.8,0.0,0.7142857142857143,0.0,0.0,-0.736842105263158,-0.7756175955238263,-0.84,0.0,0.0,-0.5615697716907477,-0.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0,0
https://walmart.com/ip/Clorox-35420-128-oz-Clean-Up-Disinfectant-Cleaner-Refill-Fresh-4-Carton/36877173,https://www.amazon.com/dp/B07FQRB2XV,-1.0,0.0,-0.8095238095238095,-0.7412541706477971,-0.92,0.0,0.0,0.0,0.0,-0.2611464968152867,-0.2474449329435879,-0.4399999999999999,0.0,0.0,-0.1943028404915433,-0.52,0.0,0.6,0.0,0.0,0,0,0,0,0,0,0,0.75,0.0,0.8823529411764706,0.0,0.0,0.0,0,0
https://walmart.com/ip/Clorox-35420-128-oz-Clean-Up-Disinfectant-Cleaner-Refill-Fresh-4-Carton/36877173,https://www.amazon.com/dp/B004EHZ7GW,-1.0,0.0,-0.7037037037037037,-0.7403737168959239,-0.88,0.0,0.0,0.0,0.0,0.2519083969465649,0.2205479703533437,0.32,0.0,0.0,0.5300775631577426,0.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0,0
https://walmart.com/ip/2-Pack-Lysol-Disinfecting-Wipes-Lemon-Lime-Blossom-80-ct/798090362,https://www.amazon.com/dp/B002YD8FSA,0.0,0.0,0.0769230769230768,0.4490649120036791,-0.64,0.0,0.0,0.0,0.0,-0.7272727272727273,-0.2664607952990876,-0.76,0.0,0.8333333333333334,-0.4461175944333201,-0.52,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0,1
https://walmart.com/ip/2-Pack-Lysol-Disinfecting-Wipes-Lemon-Lime-Blossom-80-ct/798090362,https://www.amazon.com/dp/B09RN9X6K1,0.0,0.0,0.8,0.8198409772640107,-0.6,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.2505855101546723,-0.56,0.0,0.7777777777777778,0.0,0.0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,0.0,0,0
https://walmart.com/ip/2-Pack-Lysol-Disinfecting-Wipes-Lemon-Lime-Blossom-80-ct/798090362,https://www.amazon.com/dp/B005BPH40I,0.0,0.0,-0.3333333333333333,-0.1461960390755863,-0.84,0.0,0.0,0.0,0.0,-0.8279569892473118,-0.3742896441281105,-0.88,0.0,0.8,-0.3353068870543587,-0.4,-0.3333333333333333,0.8947368421052632,0.0,0.0,0,0,0,0,0,0,0,0.8571428571428571,0.0,0.696969696969697,0.0,0.0,0.0,0,0
https://walmart.com/ip/New-Lysol-Dual-Action-Disinfecting-Wipes-Citrus-Scent-75-Wipes-Each/166926490,https://www.amazon.com/dp/B005BPH40I,0.0,0.0,0.0,0.4625298343447461,-0.6799999999999999,0.0,0.0,0.0,0.0,-0.1944444444444444,0.1562267753365778,-0.28,-0.3333333333333333,0.8181818181818182,0.140006136093256,-0.72,0.0,0.8461538461538461,0.0,0.0,0,0,0,0,0,0,0,0.8571428571428571,0.0,0.8461538461538461,0.0,0.0,0.0,0,1
https://walmart.com/ip/30PCS-Air-Fryer-Disposable-Paper-Liner-Disposable-Pads-Non-Stick-Lined-Oil-Resistant-Waterproof-Food-Grade-Baking-Microwave-6-3-White/764218135,https://www.amazon.com/dp/B09Q8V283V,0.0,0.0,0.4736842105263157,0.5498889658847419,-0.4,0.0,0.0,0.0,0.0,-0.2635379061371841,0.6227068239444074,-0.1999999999999999,0.0,0.0,0.3770355951096964,-0.4,0.2307692307692307,0.8,0.0,0.0,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.8666666666666667,0.0,0.25,0.0,0,1
https://walmart.com/ip/30PCS-Air-Fryer-Disposable-Paper-Liner-Disposable-Pads-Non-Stick-Lined-Oil-Resistant-Waterproof-Food-Grade-Baking-Microwave-6-3-White/764218135,https://www.amazon.com/dp/B09Q8N8LVG,0.0,0.0,0.8,0.8552832309929144,-0.24,-0.2,0.0,0.0,0.0,0.0,0.3229015834261195,-0.1999999999999999,0.0,0.3333333333333333,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7142857142857143,0.0,0.8181818181818182,0.0,0.25,0.0,0,0
https://walmart.com/ip/30PCS-Air-Fryer-Disposable-Paper-Liner-Disposable-Pads-Non-Stick-Lined-Oil-Resistant-Waterproof-Food-Grade-Baking-Microwave-6-3-White/764218135,https://www.amazon.com/dp/B09QKXFQ2N,0.0,0.0,0.3658536585365854,0.5366710970453232,-0.4,0.6,0.0,0.0,0.0,0.0,0.5705732763370099,-0.24,0.0,0.3333333333333333,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.7333333333333333,0.0,0.8571428571428571,0.0,0.5,0.0,0,0
