id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,specification_text_id,specification_text_brand,specification_text_units,specification_text_numbers,long_description_units,long_description_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
https://walmart.com/ip/Panasonic-1-2-cu-ft-1200W-Genius-Sensor-Countertop-Microwave-Oven-Black/599228993,https://www.amazon.com/dp/B07PQT144T,0.0,0.0,-0.2857142857142857,0.10937098046376681,-0.56,0.5,0.0,0.0,0.0,-0.2857142857142857,0.2296514132494727,-0.12,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5714285714285714,0.6,0.75,0.8333333333333334,0.0,0.7209302325581395,0.0,0.14285714285714285,0.14285714285714285,0,0
https://walmart.com/ip/Equate-Epsom-Salt-Magnesium-Sulfate-128oz-8lb-Scent-Free/690032288,https://www.amazon.com/dp/B07FFH8WWP,0.0,0.0,-0.19999999999999996,-0.03635526476856221,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
https://walmart.com/ip/PooPourri-Before-You-Go-Spray-Lavender-Vanilla-2-Count-of-2-Fl-Oz-Bottle-4-Fl-Oz/363946578,https://www.amazon.com/dp/B09KTNFWDC,0.0,0.0,-0.5675675675675675,-0.45899549895388936,-0.76,0.0,0.0,0.0,0.0,-0.4337899543378996,-0.1585083361575772,-0.64,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0,0
https://walmart.com/ip/Raas-Cat-Love-Metal-Wall-Artwork-LOVE/245736962,https://www.amazon.com/dp/B084XT86PT,0.0,0.0,0.33333333333333326,0.44719350714771333,-0.76,0.0,0.0,0.0,0.0,-0.2542372881355932,-0.44090304982158657,-0.52,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.25,0.5555555555555556,0.0,0.6666666666666666,0.0,0.1,0.1,0,0
https://walmart.com/ip/Restored-Apple-MacBook-Pro-15-4-Intel-Core-i7-2-3GHz-8GB-256GB-Laptop-MC975LL-A-Refurbished/152056225,https://www.amazon.com/dp/B07D957L3S,0.0,0.0,-0.027027027027026973,-0.10039751580841805,-0.6,0.6666666666666666,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.7333333333333333,0.9047619047619048,0.0,0.0,0.9285714285714286,0.0,0.9375,0.0,0.21428571428571427,0.14285714285714285,0,0
https://walmart.com/ip/Nespresso-VertuoPlus-Coffee-and-Espresso-Maker-by-Breville-Gray/316548713,https://www.amazon.com/dp/B01N7GO468,0.0,1.0,0.11111111111111116,0.21123878401117224,-0.76,0.0,0.0,-1.0,1.0,-0.3978494623655914,0.09045774019264852,-0.43999999999999995,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.2,0.6363636363636364,0.4666666666666667,0.0,0.6,0.75,0.3333333333333333,0.3333333333333333,0,1
https://walmart.com/ip/Aquaphor-Healing-Ointment-Skin-Protectant-Use-After-Hand-Washing-1-75-oz-Tube-2-Pack/994587664,https://www.amazon.com/dp/B000052XOY,0.0,0.0,-0.36,0.247011968398408,-0.72,0.0,0.0,0.0,0.0,-0.1131221719457014,0.5048287507723654,-0.07999999999999996,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0,0
https://walmart.com/ip/Roller-Set-For-KARCHER-FC3-FC5-Cordless-Wet-Dry-Hard-Floor-Cleaner-4-X-Rollers/941742673,https://www.amazon.com/dp/B08X3T9TCK,-1.0,0.0,0.17647058823529416,-0.018287709498602145,-0.6,0.0,0.6666666666666666,1.0,0.0,0.18181818181818188,0.5484287043047973,0.0,0.0,0.5384615384615384,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,1.0,0.3333333333333333,0,1
https://walmart.com/ip/Westinghouse-Pressure-Washer-Multi-Purpose-Outdoor-Cleaner-Soap-1-Gal-Concentrate-Removes-Mildew-Mold-Concrete-Driveway-Siding-Brick-Composite-Decks-/1571333977,https://www.amazon.com/dp/B0B4KPWBYW,0.0,0.0,1.0,0.9999999999999996,0.19999999999999996,0.0,0.0,-1.0,0.0,0.4067796610169492,0.57698148506988,0.3999999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.7333333333333333,0.0,0.0,0.0,0,1
https://walmart.com/ip/Spring-Valley-Vitamin-D3-Supplement-Twin-Pack-50-mcg-200-count-2-pack/14711345,https://www.amazon.com/dp/B00DN4VCA2,-1.0,0.0,-0.6923076923076923,-0.5244228651005687,-0.88,0.0,0.0,-1.0,0.0,-0.39267015706806285,-0.12880244909312455,-0.43999999999999995,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
https://walmart.com/ip/Eucalyptus-Essential-Oil-128-fl-oz-1-Gallon-Plastic-Bottle-w-Cap-100-Pure-Essential-Oil-by-GreenHealth/154622613,https://www.amazon.com/dp/B00ZYEOBRA,0.0,0.0,0.1428571428571428,-0.01150949242492727,-0.64,0.0,0.2,0.0,0.0,-0.6339869281045751,-0.5126836483267875,-0.64,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0,1
https://walmart.com/ip/CAP-Barbell-Standard-Weight-Bar-5-7-Ft/47905242,https://www.amazon.com/dp/B018AERM4O,0.0,0.0,0.25,-0.0897443077383917,-0.84,0.0,0.0,0.0,0.0,-0.3793103448275862,-0.6217957555669235,-0.84,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0,0
https://walmart.com/ip/Restored-Cuisinart-TOB-1010FR-Toaster-Oven-Broiler-Silver-Refurbished/696383187,https://www.amazon.com/dp/B004JMZGM2,-1.0,-1.0,-0.1578947368421053,-0.10764127868983553,-0.8,0.0,0.0,-1.0,0.0,-0.23699421965317924,-0.019316060675670044,-0.31999999999999995,0.6,0.0,0,0,0,0,0,0,0,0,-1.0,0.0,0.8666666666666667,0.0,0.0,0.7333333333333333,0.0,0.8181818181818182,0.0,0.16666666666666666,0.16666666666666666,0,0
https://walmart.com/ip/Jimmy-Choo-Square-Sunglasses-Judy-S-0T4HA-Havana-Gold-57mm/583718982,https://www.amazon.com/dp/B085NP59S8,0.0,0.0,-0.040000000000000036,-0.23794404167627792,-0.76,0.0,0.0,0.0,0.0,-0.9420289855072463,-0.9635252272217303,-0.92,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0,0
https://walmart.com/ip/Conair-Handheld-Garment-Steamer-with-Turbo-GS38R/46203107,https://www.amazon.com/dp/B006CR9KGA,0.0,0.0,-0.33333333333333337,-0.3803443084527408,-0.88,0.0,0.0,-1.0,0.0,-0.4341463414634147,-0.10964119932374605,-0.64,0.6,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.8181818181818182,0.625,0.9130434782608695,0.0,0.7333333333333333,0.0,0.2,0.2,0,0
https://walmart.com/ip/ZENY-Portable-Compact-Mini-Twin-Tub-Washing-Machine-Large-Capacity-Built-in-Gravity-Dryer-Separate-Washer-Dual-17-6-lbs/412903712,https://www.amazon.com/dp/B07S6M9BD9,0.0,0.0,0.0,0.2520385371012168,-0.48,0.0,0.3333333333333333,-1.0,0.0,-0.35185185185185186,-0.28277916863236696,-0.52,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.2,0.2,0,1
https://walmart.com/ip/Amazonia-Teak-Hartford-Teak-Barstool-1-Piece/167153230,https://www.amazon.com/dp/B007MKS2QK,0.0,0.0,-0.4,-0.15551602752773286,-0.88,0.0,0.0,0.0,0.0,-0.5263157894736843,-0.5562610015331382,-0.6,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6666666666666666,0.16666666666666666,0,0
https://walmart.com/ip/ToyVelt-Kids-Camping-Up-Tent-Set-Includes-Tent-Telescope-2-Walkie-Talkies-Full-Gear-Indoor-Outdoor-Toy-Best-Present-3-4-5-6-Year-Old-Boys-Girls/199071759,https://www.amazon.com/dp/B07KKB4LFM,0.0,0.0,-0.1428571428571429,0.0559268265218118,-0.64,0.0,0.0,0.0,0.0,-0.5584415584415585,-0.4440804510311709,-0.6,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.16666666666666666,0.0,0,0
https://walmart.com/ip/Nepro-Nutrition-Shake-for-People-on-Dialysis-with-19-Grams-of-Protein-420-Calories-Vanilla-8-fl-oz-16-Count/848692927,https://www.amazon.com/dp/B0777RGB84,-1.0,0.0,-0.5862068965517242,-0.7135839959430182,-0.88,0.0,0.5,-1.0,0.0,-0.6206896551724138,-0.5262408743107784,-0.72,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0,0
https://walmart.com/ip/Espressione-Stainless-Steel-Combination-Espresso-Machine-10-Cup-Drip-Coffee-Maker/523162293,https://www.amazon.com/dp/B07CDY9JDW,0.0,0.0,-0.33333333333333337,0.3102711765530495,-0.8,0.0,0.0,0.0,0.0,-0.9294117647058824,-0.1311099015528977,-0.84,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8333333333333334,0.0,0.0,0.625,0.0,0.7647058823529411,0.0,0.25,0.25,0,0
