id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,hash_similarity,match
https://www.alza.cz/hobby6dilna-zahradni-sedaci-souprava-tmave-sede-podusky-bambus-3058198-d6760895.htm,https://www.mall.cz/sety-nabytek/shumee-6dilna-zahradni-sedaci-souprava-tmave-sede-podusky-bambus-100053133572,-1.0,0.0,0.7142857142857142,0.693175526274109,-0.6799999999999999,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.63011788133911,-0.84,0.0,0.0,-0.0263573632385485,-0.36,-0.7142857142857143,0.8888888888888888,0.0,0.0,0,0,0,0,0,0,0,0.8,0.0,0.8260869565217391,0.0,0.0,0.0,46.0625,0
https://www.alza.cz/rivacase-5726-chladici-taska-d6331133.htm,https://www.mall.cz/chladici-boxy-aktivni/rivacase-riva-5726-chladici-taska-23-l-100054767863?src=sug&s=RivaCase%205726%20chladící%20taška,1.0,0.0,0.4545454545454546,0.5613612870625742,-0.84,0.0,0.0,0.0,0.0,-0.7611940298507462,-0.7955311524083859,-0.8,0.0,0.0,-0.3499926492312423,-0.3199999999999999,0.5384615384615384,0.6666666666666666,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.6190476190476191,0.0,0.0,0.0,17.375,1
https://www.alza.cz/liebherr-cu231-d6318110.htm,https://www.mall.cz/volne-stojici-lednicky/liebherr-cu-231,0.0,0.0,-0.25,-0.0514597080524605,-0.88,0.0,0.0,0.0,0.0,-0.6626506024096386,-0.7528879644085968,-0.56,0.0,0.0,-0.1406932374607219,-0.4,0.6923076923076923,0.3846153846153846,0.5833333333333334,0.8181818181818182,0,0,0,0,0,0,0,0.7619047619047619,0.0,0.7241379310344828,0.0,0.3461538461538461,0.1538461538461538,24.8125,1
https://www.alza.cz/umidigi-bison?dq=6635656,https://www.mall.cz/mobilni-telefony/webhiddenbrand-umidigi-bison-8-128gb-5000mah-zluta-100074186665,0.0,0.0,-0.1999999999999999,0.2851891625278808,-0.88,0.0,0.0,0.3333333333333332,0.0,-0.4042553191489362,-0.1267855582514551,-0.4,0.5294117647058824,0.0,-0.270406879848907,-0.4399999999999999,0.6470588235294118,0.9375,0.5636363636363636,0.5757575757575758,0,0,0,0,0,0,0,0.7222222222222222,0.3333333333333333,0.6857142857142857,0.0,0.2153846153846154,0.1538461538461538,3.0,0
https://www.alza.cz/aligator-r40-extremo?dq=6198980,https://www.mall.cz/mobilni-telefony/aligator-a900-senior-cerveny-stolni-nabijecka?src=sug&s=Aligator%20,0.0,0.0,-0.6363636363636364,-0.735397105003855,-0.96,0.0,0.0,0.0,0.0,-0.5555555555555556,-0.3380868991682251,-0.52,0.0,0.3333333333333333,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.9090909090909092,0.0,0.8666666666666667,0.0,0.0,0.0,41.0,0
https://www.alza.cz/anker-soundcore-life-note-bila-d5752636.htm,https://www.mall.cz/true-wireless-sluchatka/anker-liberty-air-2-cerna,0.0,1.0,-0.6,-0.4786231463267995,-0.96,0.0,0.0,0.0,-1.0,-0.7176470588235294,-0.7428917416937324,-0.72,0.0,0.0,-0.0339726869130043,-0.24,0.3571428571428571,0.8125,0.3333333333333333,0.0,0,0,0,0,0,0,0,0.7872340425531915,0.0,0.8333333333333334,0.3333333333333333,0.3125,0.1875,13.0625,0
https://www.alza.cz/whirlpool-tdlr-6230ss-eu-n-d5891836.htm,https://www.mall.cz/pracky-horni-plneni/whirlpool-tdlr-6230ss-eu-n-100055818596,1.0,1.0,0.1764705882352941,0.5335429449650495,-0.76,0.0,0.0,-1.0,0.0,-0.7931034482758621,-0.65663683653655,-0.84,0.0,0.0,-0.5573891067757286,-0.6799999999999999,0.7241379310344828,0.913978494623656,0.8,0.8,0,0,0,0,0,0,0,0.8222222222222222,0.5,0.8518518518518519,0.0,0.0555555555555555,0.0,2.75,1
https://www.alza.cz/orion-lahev-sklo-clip-uzaver-0-75-l-d6640618.htm,https://www.mall.cz/zavarovaci-sklenice/orion-lahev-sklo-clip-uzaver-075-l-ela-4-ks,0.0,0.0,0.6000000000000001,0.7382318450444592,-0.72,0.3333333333333333,0.0,0.0,0.0,-0.3,-0.4231184080075141,-0.72,0.0,0.0,0.1620250980861359,-0.48,-0.7142857142857143,0.0,0.0,0.0,0,0,0,0,0,0,0,0.8461538461538461,0.0,0.6,0.0,0.0,0.0,16.8125,0
https://www.alza.cz/beko-hte7616x0-d6230535.htm,https://www.mall.cz/pracky-susicka/beko-htv8746xf,0.0,0.0,-0.3846153846153846,-0.6855618929767806,-0.84,0.0,0.0,-1.0,0.0,-0.5662650602409638,-0.3610198780690358,-0.52,0.0,0.0,0.1136122310180187,-0.0799999999999999,0.0,0.0,0.5294117647058824,0.0,0,0,0,0,0,0,0,0.8333333333333334,0.0,0.0,0.0,0.1739130434782608,0.1304347826086956,8.125,0
https://www.alza.cz/sony-true-wireless-wf-1000xm4-cerna-model-2021-d6531227.htm,https://www.mall.cz/true-wireless-sluchatka/sony-wf-1000x-m3-cerna,-1.0,0.0,-0.1999999999999999,-0.2103219149492552,-0.84,0.0,0.0,-1.0,0.0,-0.6,-0.6502139093989038,-0.64,0.7142857142857143,0.0,0.047972734219478,-0.16,0.4,0.8666666666666667,0.6,0.0,0,0,0,0,0,0,0,0.8723404255319149,0.0,0.7894736842105263,0.0,0.1578947368421052,0.1052631578947368,15.25,0
