id1,id2,name_id,name_brand,name_words,name_cos,name_descriptives,name_units,name_numbers,short_description_id,short_description_brand,short_description_words,short_description_cos,short_description_descriptives,short_description_units,short_description_numbers,long_description_cos,long_description_descriptives,long_description_units,long_description_numbers,specification_text_cos,specification_text_units,specification_text_numbers,all_texts_id,all_texts_brand,all_texts_words,all_texts_cos,all_texts_descriptives,all_texts_units,all_texts_numbers,all_units_list,all_ids_list,all_numbers_list,all_brands_list,specification_key_matches,specification_key_value_matches,match
https://walmart.com/ip/8pcs-Flamingo-Pattern-Ice-Cream-Paper-Bowls-Yogurt-Bowls-Ice-Cream-Paper-Bowls-Party-Supplies/1705691905,https://www.amazon.com/dp/B09Y5J2ZJB,0.0,0.0,-0.0344827586206896,0.0445373097896217,-0.56,0.0,0.0,0.0,-1.0,0.3553719008264462,-0.5651732070152962,0.0,0.0,0.0,0.4881310625147097,0.1599999999999999,0.0,0.0,-0.2303992409857789,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.5,0.0,0.8,0.0,0.0,0.0,1
https://walmart.com/ip/Arm-Hammer-Moisture-Absorber-Refills-Fragrance-Free-14-oz-2-Pack/1374223626,https://www.amazon.com/dp/B01KYZ13TM,0.0,0.0,0.0434782608695651,0.461981193952337,-0.6799999999999999,0.0,0.0,0.0,0.0,-0.1901840490797546,0.0279428233086893,-0.1999999999999999,0.0,0.0,-0.0441264515425045,-0.24,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0
https://walmart.com/ip/Bissell-Double-Action-Brush-Roll-for-Select-Upright-Vacuums-1611231/938131313,https://www.amazon.com/dp/B08XJT1CG8,-1.0,0.0,-0.4782608695652174,-0.5488103660893704,-0.88,0.0,0.0,-1.0,0.0,-0.8260869565217391,-0.8822812711565783,-0.84,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.92,0.0,0.0,0.0,0.0,0
https://walmart.com/ip/BISSELL-MYair-Plus-for-rooms-up-to-100-sq-ft-3179A/786485097,https://www.amazon.com/dp/B093ZDWCQ5,0.0,0.0,-0.4285714285714286,-0.4457352282095387,-0.8,0.3333333333333333,0.0,0.0,0.0,-0.0839694656488549,-0.2374283330803911,-0.4399999999999999,0.0,0.75,-0.0560426941879936,-0.4399999999999999,0.0,0.7142857142857143,-0.6377383532343035,0.0,0.0,0,0,0,0,0,0,0,0.8947368421052632,0.0,0.4545454545454545,0.0,0.4,0.2,0
https://walmart.com/ip/Clorox-Hideaway-Bowl-Brush-and-Holder-with-Base/432294935,https://www.amazon.com/dp/B00R55CIRQ,0.0,0.0,-0.3043478260869565,-0.4237467685699262,-0.84,0.0,0.0,0.0,0.0,-0.3286713286713286,0.1248398298047641,-0.3199999999999999,0.0,0.0,-0.3854155412193975,-0.4399999999999999,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
https://walmart.com/ip/Clorox-Hideaway-Bowl-Brush-and-Holder-with-Base/432294935,https://www.amazon.com/dp/B07F4DTH5J,0.0,0.0,-0.25,-0.2372539488932976,-0.88,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.8921762201201032,-0.96,0.0,0.0,-0.9493882078285996,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
https://walmart.com/ip/Clorox-Pool-and-Spa-XtraBlue-Chlorinating-Tablets-35-lb/207270537,https://www.amazon.com/dp/B00PZZFHDU,0.0,0.0,0.4736842105263157,0.7389066292622879,-0.6799999999999999,0.3333333333333333,0.0,0.0,0.0,-0.388235294117647,-0.3977288889382236,-0.56,0.0,0.0,-0.214360705454087,-0.6799999999999999,0.0,0.0,-0.8519113504676049,0.3333333333333333,0.5555555555555556,0,0,0,0,0,0,0,0.4285714285714285,0.0,0.6,0.0,0.0,0.0,1
https://walmart.com/ip/Clorox-Pool-and-Spa-XtraBlue-Chlorinating-Tablets-35-lb/207270537,https://www.amazon.com/dp/B0B86TQ6WX,0.0,0.0,0.2727272727272727,0.4647899391461096,-0.6799999999999999,0.5,0.0,0.0,0.0,-0.4942528735632183,-0.5812377004002967,-0.6,0.0,0.0,-0.2980376237395677,-0.6799999999999999,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.75,0.0,0.8666666666666667,0.0,0.0,0.0,0
https://walmart.com/ip/Dixie-Paper-Dinner-Plates-10-150-Count/48767998,https://www.amazon.com/dp/B089NX5QJR,0.0,0.0,-0.25,0.0532615391489705,-0.84,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.2109881912831752,-0.4399999999999999,0.0,0.0,-0.8007649990206825,0.0,0.7777777777777778,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0
https://walmart.com/ip/DROP-IN-2PK-FRAG-FRE/994427411,https://www.amazon.com/dp/B002MPPYU2,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.9940021373715549,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.9402480536300596,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09R8TZ155,0.0,0.0,1.0,0.9999999999999998,-0.48,0.0,0.0,0.0,-1.0,-0.137546468401487,0.123196681913708,-0.24,0.0,0.0,-0.4020337733167259,-0.6,0.0,0.0,-0.6032897633188922,0.0,0.0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.75,0.0,0.0,0.0,1
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09GDZ7XG1,0.0,0.0,-0.0303030303030302,-0.2475353007496404,-0.6799999999999999,0.0,0.0,0.0,-1.0,-0.4191419141914191,-0.2348666312644397,-0.56,0.0,0.0,-0.3984212622544942,-0.64,0.0,0.0,-0.6032897633188922,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0
https://walmart.com/ip/Fantastik-Multi-Surface-DEGREASER-Disinfectant-SANITIZER-Pleasant-Scent-32-OZ-Spray-Bottle/116478836,https://www.amazon.com/dp/B087862NLQ,0.0,0.0,0.0,0.1880415974009439,-0.84,0.0,0.0,0.0,0.0,-0.6153846153846154,-0.3774465331431272,-0.76,0.0,0.0,-0.9019576673663604,-0.92,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
https://walmart.com/ip/Gain-Fabric-Softener-Dryer-Sheets-Original-Scent-105-Count/199030208,https://www.amazon.com/dp/B0752ZPZKL,0.0,0.0,1.0,1.0,-0.64,0.0,0.0,0.0,0.0,-0.4482758620689655,-0.0164543983015678,-0.56,0.0,0.0,0.1297034112276791,-0.4399999999999999,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,1
https://walmart.com/ip/Gain-Odor-Defense-Liquid-Fabric-Softener-Super-Fresh-Blast-Scent-150-Loads-HE-Compatible/890197444,https://www.amazon.com/dp/B085P95DFY,0.0,0.0,-0.3548387096774194,-0.277536764770675,-0.76,0.0,0.0,0.0,0.0,-0.7009345794392523,-0.5712151755958235,-0.64,0.0,0.0,-0.555520941242344,-0.6,0.0,0.0,-1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
